short_name,symbol,company_id,industry,sector,employees,equity_type,isin,description
VINACONEX NO 5,VC5,42252,Construction & Engineering,Industrials,-,ORD,VN000000VC54,"Construction Joint Stock Company - No5 (VINA5) is a Vietnam-based construction company. It is primarily engaged in the construction of residential and commercial properties, bridges and other traffic infrastructures, power lines and related structures; as well as the installation of mechanical equipment in construction projects. The Company's other business activities include the trading of construction materials, the wholesale of construction equipment and machinery, the provision of road transportation, along with the maintenance of mechanical and electrical building equipment."
Visicons Construction and Investment JSC,VC6,42253,Construction & Engineering,Industrials,-,ORD,VN000000VC62,"Visicons Construction and Investment Joint Stock Company, formerly Vinaconex 6 Joint Stock Company, is a Vietnam-based company engaged in the construction industry. It constructs residential, commercial and manufacturing buildings. Its projects include apartment buildings, roads and bridges, power transformers and cable networks, as well as irrigation projects. The Company also offers engineering services, architectural and interior design services, as well as trades construction materials. In addition, it invests in the development of apartment buildings."
BGI JSC,VC7,42254,Construction & Engineering,Industrials,-,ORD,VN000000VC70,"BGI Group JSC, formerly No 7 Vietnam Construction JSC, is a Vietnam-based company active in the construction industry. It is engaged in the construction of industrial, residential, commercial and institutional buildings, along with water and electricity structures. The Company also provides refrigeration and other building equipment installation services. In addition, it is involved in real estate trading, housing development and the provision of real estate management services, along with the manufacturing and trading of construction materials and equipment."
Construction JSC No 9,VC9,42255,Construction & Engineering,Industrials,-,ORD,VN000000VC96,"Construction Joint Stock Company No 9 (VINACONEX 9) is a Vietnam-based company engaged in civil and industrial construction. The Company constructs houses, post offices, traffic works, irrigational works, water supply and sewage systems, urban and industrial zone infrastructures, wiring systems and transformer stations. In addition, it manufactures and trades construction materials and supplies, as well as imports and exports crafts, agricultural products, consumer goods, furniture, machinery and materials for construction. It is also involved in the trading of real properties, fresh water and electricity."
Faros Construction,ROS,987188,Construction & Engineering,Industrials,230,ORD,VN000000ROS1,"FLC Faros Construction JSC is a Vietnam-based company primarily engaged in the construction sector. The Company is involved in the construction of civil and industrial structures, infrastructures for urban areas and industrial zones, along with traffic and irrigation structures. It also provides engineering, management and consulting services, together with interior design and architectural services for construction projects. In addition, the Company is engaged in the development of residential, institutional, office, hotel and resort projects."
VINACONEX 25,VCC,42256,Construction & Engineering,Industrials,-,ORD,VN000000VCC2,"Vinaconex 25 Joint Stock Company is a Vietnam-based company engaged in the construction and engineering sector. The Company constructs civil and industrial structures, such as hotels, resorts, hospitals, apartment buildings, plants, office buildings and infrastructures. It is also involved in real estate development, as well as the manufacturing of construction materials and supplies, such as fabricated metal modules, concrete products, construction stones and wood fixtures. Other activities include the offering of installation services, engineering services, termite control services, transportation and warehousing services, along with hotel and resort operations. During the year ended December 31, 2012, construction activities accounted for 87.04% of the Company's total revenue. As of December 31, 2012, the Company was a subsidiary of Vietnam Construction and Import - Export Joint Stock Corporation (Vinaconex), and it had one subsidiary."
Vina2 Investment and Construction JSC,VC2,42250,Construction & Engineering,Industrials,700,ORD,VN000000VC21,"Vina2 Investment and Construction JSC, formerly Vietnam Construction Joint Stock Company No. 2, is a Vietnam-based construction company. It is also involved in the offering of repair and installation services for civil and industrial structures, as well as housing development and real estate investment. In addition, the Company manufactures and trades construction materials, such as stones, sand and concrete. Other activities include the provision of consulting and management services for construction projects, along with the trading of machinery and industrial supplies for the construction industry."
Construction JSC N0 1,VC1,42249,Construction & Engineering,Industrials,-,ORD,VN000000VC13,"Construction Joint Stock Company N0 1 is a Vietnam-based construction company. It constructs residential, commercial and manufacturing buildings, as well as infrastructures. It also manufactures and trades ready-mix concrete and floor and wall ceramic tiles. It is also involved in the leasing of construction equipment and vehicles, as well as the offering of landscape architectural and interior decorating services. In addition, the Company invests in the development of houses, offices and apartment buildings. During the year ended December 31, 2012, 59.9% of its total revenue came from construction business. As of December 31, 2012, the Company was a 55.14%-owned subsidiary of Vietnam Construction and Import - Export Joint Stock Corporation (Vinaconex)."
HUD3 Investment and Construction,HU3,958525,Construction & Engineering,Industrials,-,ORD,VN000000HU35,"HUD3 Investment and Construction Joint Stock Company (HUD3) is a Vietnam-based company active in the construction industry. The Company is involved in the construction of residential, manufacturing, industrial and institutional buildings, as well as water sewerage systems and roads. It also installs lighting and water supply systems. In addition, the Company is engaged in the development of new urban areas, office and apartment buildings. During the year ended December 31, 2012, 69.95% of its net revenue came from construction business. As of December 31, 2012, the Company was a 51%-owned subsidiary of Housing and Urban Development Holdings (HUD). As of the same date, it had two subsidiaries, two affiliates and one branch in Ho Chi Minh City, Vietnam."
Vietnam Construction JSC No 11,V11,958728,Construction & Engineering,Industrials,-,ORD,VN000000V119,"Vietnam Construction Joint Stock Company No 11 (Vinaconex No 11) is a Vietnam-based company operating in the construction industry, with major undertaking as the construction of civil, industrial and commercial infrastructures in various northern cities and provinces of Vietnam, including Hanoi, Hai Phong, Thanh Hoa and Nghe An, among others. Besides, the Company partakes in the wholesale of construction materials, as well as the provision of engineering services."
Hydraulics Construction No4,TL4,958701,Construction & Engineering,Industrials,-,ORD,VN000000TL40,"Hydraulics Construction Corporation No.4 Joint Stock Company is a Vietnam-based company engaged in the construction industry. The Company’s main business activity is the construction of water and sewer line and related structures, hydropower plants, ports, and other irrigation and civil infrastructure projects. The company is also involved in the trading of construction materials and machinery used in irrigation projects, consulting services in the construction field, vocational training, and real estate business."
Fecon Foundation Engineering,FCN,958478,Construction & Engineering,Industrials,1224,ORD,VN000000FCN2,"FECON Corporation, formerly known as FECON Foundation Engineering And Underground Construction Joint Stock Company, is a Vietnam-based construction and engineering company. The Company principally designs and executes treatment plans for vulnerable soil grounds, produces and installs pre-stressed centrifugal concrete piles, tests foundations and provides project geotechnical consultancy services. Several of the Company's completed and undergoing projects include Long Phu 1 Thermal Power Plant in Soc Trang Province; Thi Vai Refrigerated Liquefied Petroleum Gas (LPG) Storage, TASCO Apartment, Office and Shopping Center Complex in Hanoi; PEPSICO Beverage Factory in Bac Ninh VSIP industrial zone; and Keangnam Hanoi Landmark Tower; among others. During the year ended December 31, 2011, 95.37% of the Company's gross revenue came from construction projects. As of May 3, 2012, the Company had five subsidiaries, including one science institute."
Song Da N011 JSC,SJE,42196,Construction & Engineering,Industrials,-,ORD,VN000000SJE9,"Song Da No. 11 Joint Stock Company is a Vietnam-based construction company. It constructs hydroelectricity plants, irrigational works, traffic structures and other power and communication transmission systems. The Company is also involved the operation and maintenance of hydroelectricity plant and transmission networks, electricity generation and distribution, as well as the operation of water supply systems. In addition, it is engaged in the mining and processing of stones, sand and gravels for construction activities. The Company announces that it has completed its acquisition of Song Da 11 - Thang Long Joint Stock Co and turned the acquired entity into its wholly owned subsidiary named Song Da 11 Thang Long Company Limited, effective October 21, 2013."
Thanh An 96 Installation,TA9,958684,Construction & Engineering,Industrials,300,ORD,VN000000TA92,"Thanh An 96 Installation and Construction Joint Stock Company is a Vietnam-based company operating in the construction industry, with major undertaking as the construction of various commercial, institutional, residential and civil infrastructures in the northern and central regions. Besides, the Company partakes in the leasing of motor vehicles and the testing of construction materials."
Song Da 19,SJM,42197,Construction & Engineering,Industrials,-,ORD,VN000000SJM2,"Song Da 19 Joint Stock Company is a Vietnam-based firm, which partakes in the construction of various civil, commercial and industrial infrastructures in the northern and central regions of Vietnam. The Company's projects include power and communication lines, roads and bridges, as well as residential and industrial buildings. Some of its projects are namely Yaly hydropower plant, Ho Chi Minh avenue and Ho Xuan Huong condominium. In addition to construction, the Company is engaged in the provision of architectural and engineering services."
Tranimexco Transportation Import,TNM,958711,Construction & Engineering,Industrials,-,ORD,VN000000TNM2,"Transportation Import Export And Construction Joint Stock Company is a Vietnam-based company operating in the construction industry. The Company is engaged in the construction of traffic structures, as well as civil and industrial structures, such as bridges, roads, houses, institutional buildings, tunnels, hydropower plants and infrastructure for industrial zones and residential areas. It also trades imported asphalt, steel, iron, industrial supplies, motorbike spare parts and other transportation equipment. In addition, the Company is involved in the development of residential areas, villas and office buildings for lease, as well as the provision of real estate brokerage service."
Steel Structure Manufacture JSC,SSM,42208,Construction & Engineering,Industrials,-,ORD,VN000000SSM3,"Steel Structure Manufacture Joint Stock Company (VNECO.SSM) is a Vietnam-based company engaged in the engineering industry. The Company is specialized in the design, manufacturing and marketing of fabricated steel structures, prefabricated metal buildings and components, along with other mechanical modules. It also provides zinc coating services to mechanical spare parts, as well as freight transportation services, and trades, imports and exports electrical materials and equipment, construction materials and vehicles. In addition, the Company is engaged in the construction of power systems and wiring networks, as well as commercial and manufacturing buildings. It is also involved in real estate operations and development."
Power Engineering 1,TV1,958721,Construction & Engineering,Industrials,2209,ORD,VN000000TV14,"Power Engineering Consulting Joint Stock Company 1 (PECC1) is a Vietnam-based company engaged in the provision of consulting services for construction industry. The Company’s services include design services, surveying services and engineering services, for the construction of power structures, irrigational works and other civil and industrial structures. The Company is also involved in the construction of power transmission networks and hydropower plants, as well as hydropower generation and trading."
Ha Do Group JSC,HDG,958504,Construction & Engineering,Industrials,217,ORD,VN000000HDG0,"Ha Do Group Joint Stock Company (HADOCO), formerly Ha Do Joint Stock Company, is a Vietnam-based company engaged in real estate operations. It is also involved in the development and construction of civil and industrial structures, including office and apartment buildings, hydropower plants, power transmission lines and infrastructures. The Company is engaged in the provision of architectural, engineering, interior decorating and installation services, along with real estate brokerage services. In addition, the Company provides ecotourism services and construction equipment repair services. Other activities include hotel and restaurant operations, as well as hydropower generation and trading."
Power Construction No 1,PC1,993259,Construction & Engineering,Industrials,1395,ORD,VN000000PC11,"Power Construction Joint Stock Company No 1 (PCC 1) is a Vietnam-based company primarily engaged in power transmission structures construction. Its leading business activities include the construction of electric power transmission lines, towers, and hydro power generation plants; the manufacture of galvanized structural steels; the mining of iron ores, and the wholesale of construction materials. The Company, via its subsidiaries, is also involved in the development of residential and commercial properties, the manufacture of motorized vehicles, as well as the operation of storage and warehousing facilitites."
Post and Telecommunications Invest,PTC,958617,Construction & Engineering,Industrials,-,ORD,VN000000PTC8,"Post and Telecommunications Investment and Construction Joint Stock Company (PTIC) is a Vietnam-based construction company. It constructs telecommunication, informatics and other civil and industrial structures, as well as provides related architectural, installation and engineering services. In addition, the Company manufactures and trades equipment and supplies for the post and telecommunications industry, such as polyvinyl chloride (PVC) and high density polyethylene (HDPE) pipes, telpher and cooper cables."
Hacisco JSC,HAS,958499,Construction & Engineering,Industrials,-,ORD,VN000000HAS1,"Hacisco Joint Stock Company, formerly Hanoi Post & Telecommunication Construction & Installation Joint Stock Company (HACISCO), is a Vietnam-based company engaged in the wholesale of a various range of products, comprising computers, peripheral devices, software, metal and metal ore. It is also engaged in the construction and installation of infrastructures and buildings for the post and telecommunications industry. In addition, it manufactures and trades equipment and supplies for the construction of telecommunications structures. Moreover, it offers repair and maintenance services to those structures. Other activities include the provision of design and engineering services, along with office and warehouse leasing."
Petroleum Industrial and Civil Cons,PXI,958623,Construction & Engineering,Industrials,148,ORD,VN000000PXI7,"Petroleum Industrial and Civil Construction Joint Stock Company (PVC - IC) is a Vietnam-based company engaged in the construction industry. It constructs commercial, residential and office buildings, along with industrial buildings, plants and storage facilities for usage in the oil and gas industry. The Company is also involved in the development of urban areas, apartment buildings and hotel and office complex. In addition, it trades equipment for oil exploration, lighting systems and other building equipment, as well as manufactures ready-mix concrete, cement, bricks, roofing tiles, plastic doors and windows. On June 27, 2014, the Company announced that it has completed the dissolution of its subsidiary, Pic7 Construction Materials Trading Joint Stock Company."
Development Investment Construction,DIG,958452,Construction & Engineering,Industrials,1958,ORD,VN000000DIG8,"Development Investment Construction Joint Stock Corporation is a Vietnam-based company engaged in real estate development and operations. The Company is involved in the development of industrial and urban zones, as well as office and apartment buildings for sale or lease. It also constructs industrial, civil, infrastructure as well as irrigation and power and communication line projects. In addition, the Company is engaged in the operations of supermarkets, hotels and the offering of tourism services. It trades construction materials and supplies, such as bricks, tiles, cement and stones. Other activities include ground and inland water transportation, mineral mining for construction material manufacturing activities and repair and maintenance of motorbikes, transportation vehicles and equipment."
TAKCO,TKC,42225,Construction & Engineering,Industrials,-,ORD,VN000000TKC9,"Tanky Construction Real Estate Trading Corporation is a Vietnam-based company engaged in construction services. The Company provides construction services for houses, apartment buildings, office buildings, commercial center, hotels, resorts, schools, hospitals, factories, industrial zones, irrigation works, supply-drainage water projects, and exterior and interior design, as well as office and construction equipment and machine for lease. It is also engaged in real estate trading and investment, mechanic electricity and consultancy design services."
Hoa Binh Construction & Real Estate,HBC,958501,Construction & Engineering,Industrials,5257,ORD,VN000000HBC3,"Hoa Binh Construction Group Joint Stock Company, formerly Hoa Binh Construction & Real Estate Corporation, is a Vietnam-based company engaged in the construction industry. It constructs civil and industrial structures, as well as offers construction machinery and equipment for lease. The Company also provides land clearing services, house repair services, interior decorating services and consulting services for construction activities. In addition, it manufactures and trades construction materials, wooden furniture, interior fixtures and home furnishings. Moreover, it is involved in real estate trading."
VINACONEX,VCG,42257,Construction & Engineering,Industrials,2978,ORD,VN000000VCG3,"Viet Nam Construction and Import Export Joint Stock Corp (Vinaconex) is a Vietnam-based construction and engineering company. It constructs various types of commercial, institutional, industrial and residential structures, as well as provides architectural, design and engineering services. The Company is also engaged in real estate operations with investments in new urban areas, industrial zones, office and apartment buildings, hotels and resorts and commercial complexes. Apart from that, the Company is involved in cement manufacturing, electricity generation, water supply, tile and brick manufacturing, glass and plastic pipe manufacturing, as well as concrete manufacturing. Through its subsidiaries and affiliates, it is engaged in labor export and education and training activities."
Urban Development and Construction,UDC,958725,Construction & Engineering,Industrials,-,ORD,VN000000UDC2,"Urban Development and Construction Corporation (UDEC) is a Vietnam-based company engaged in the construction industry. The Company constructs urban areas, industrial zones, apartments and office buildings, hotels, villas, streets and inland water ports. It is also involved in real estate operation and the provision of brokerage services. In addition, the Company manufactures and trades asphalt, centrifugal concrete pipes and other concrete products. Through its subsidiaries, the Company engages in hotel, restaurant and tour operation business. On April 25, 2014, the Company announced that it has divested all of its stake in Viet Nam Golf Tourism Joint Stock Company."
Lilama 45.1,L45,993049,Construction & Engineering,Industrials,1500,ORD,VN000000L458,"Lilama 45.1 Joint Stock Company is a Vietnam-based company primarily engaged in industrial construction and machinery installation. Its leading business activities are the construction of structures and installation of equipment and machinery for cement factories, hydro and thermal power plants, oil refineries, electrical stations and other industrial facilities. The Company is also involved in the manufacture and distribution of metal supplies for construction businesses, as well as the production, installation, repair and maintenance of hoisting equipment, hydraulic machinery, elevators and fabricated structural steels."
Idico Petroleum Trading Constructio,PXL,958624,Construction & Engineering,Industrials,-,ORD,VN000000PXL1,"Long Son Petroleum Industrial Zone Investment Joint Stock Company (Long Son PIC), formerly Idico - Petroleum Trading Construction Investment Joint Stock Company (PVC IDICO), is a Vietnam-based company primarily engaged in the real estate sector. The Company' s principal business is the development and leasing of residential properties. It is also a wholesaler of construction materials, such as bricks, stones and sand, among others. In addition, the Company involves in the construction segment as a contractor for erecting residential, commercial and industrial buildings. The Company mainly operates in Ho Chi Minh City, Ba Ria Vung Tau province and the proximity."
VNECO1,VE1,42264,Construction & Engineering,Industrials,-,ORD,VN000000VE11,"VNECO1 Electricity Construction Joint Stock Company is a Vietnam-based company engaged in the construction and engineering industry. It constructs electricity infrastructure works, transmission networks and transformer stations for power development projects. The Company also constructs traffic structures, communication systems, irrigational works, airports and marine ports, as well as civil, industrial, institutional and sport structures. In addition, it is involved in the manufacture and trading of electrical components and construction materials, along with the offering of repair and maintenance services for vehicles."
Mien Dong JSC,MDG,958564,Construction & Engineering,Industrials,-,ORD,VN000000MDG0,"Mien Dong Joint - Stock Company is a Vietnam-based company active in the construction industry. The Company is involved in the construction of hydropower plants, residential, office, institutional and commercial buildings, along with industrial and manufacturing buildings. It also manufactures construction materials, such as clay bricks, tiles and concrete, as well as engages in construction stone mining. In addition, the Company is involved in real estate development projects, such as ones for infrastructures of urban zones, industrial zones, electric power and water utilities."
Song Da 27 JSC,S27,958635,Construction & Engineering,Industrials,-,ORD,VN000000S271,"Song Da 27 Joint Stock Company is a Vietnam-based company, with major undertakings as the manufacture and commerce of construction materials. The Company's leading products include clay bricks and other structural clay products. Besides, the Company is engaged in the construction of various civil, industrial and commercial infrastructures, such as bridges, highways, urban residences and power plants in the central region of Vietnam, as well as the provision of engineering services for construction projects."
Consultancy Design Urban,CDO,958419,Construction & Engineering,Industrials,-,ORD,VN000000CDO5,"Consultancy Design and Urban Development Joint Stock Company (CDDC) is a Vietnam-based firm operating in the construction industry, with major business activity as construction material wholesale. Apart from its main undertaking, CDDC directly partakes in various civil and commercial infrastructure projects by providing architectural consultation and construction services. The Company’s works include Cung Xuan Event Center, Phoenix My Dinh Hotel, Hai Phong - Quang Ninh Highway, and others. Since November 2014, CDDC has further expanded its business into hotel management by operating Candle Hotel in Hanoi, Vietnam."
Chuong Duong Corp,CDC,958418,Construction & Engineering,Industrials,-,ORD,VN000000CDC0,"Chuong Duong Corporation is a Vietnam-based company engaged in the construction sector. The Company is mainly involved in the development and construction of infrastructures, transformer stations, and other civil and industrial projects. It also engages in other supporting activities, such as metal modules manufacturing, properties management, interior designing and landscaping, as well as architectural designing of structures. Headquartered in Ho Chi Minh City, the Company has five subsidiaries and one affiliate."
Song Da 3 JSC,SD3,958645,Construction & Engineering,Industrials,-,ORD,VN000000SD33,"Song Da 3 Joint Stock Company is a member of Song Da Corporation, which mainly operates in the construction industry. The Company is chiefly engaged in the construction of hydropower plants and other related infrastructures in Tay Nguyen, the Central Highlands of Vietnam. Some of the Company's significant projects are Son La, Tuyen Quang and Ban Ve hydropower plants, whereas it also partakes in the construction and operation of various small- and medium-sized hydropower plants in the region. Besides, the Company participates in civil, commercial and industrial construction projects, as well as the commerce of construction material."
Construction JSC 47,C47,958413,Construction & Engineering,Industrials,-,ORD,VN000000C473,"Construction Company Joint Stock 47 is a Vietnam-based company engaged in the construction and engineering industry. The Company performs construction activities for hydropower, irrigation, traffic, civil and industrial projects. Additionally, it is involved in operating hotels, providing motorbike overhaul services, manufacturing mechanical products, experimenting mechanical endurance of concrete structures, as well as exploiting and transporting construction materials."
CIC39,C32,958412,Construction & Engineering,Industrials,265,ORD,VN000000C325,"CIC39 Corp, formerly Construction Investment Corporation 3-2, is a Vietnam-based manufacturer of construction materials and supplies. Its products include construction stones, centrifugal concrete piles and other concrete products, as well as metal frames, doors and windows. The Company is also involved in civil and industrial construction activities."
Vrc Real Estate and Investment JSC,VRC,958756,Construction & Engineering,Industrials,-,ORD,VN000000VRC0,"VRC Real Estate and Investment Joint Stock Company (VRC), formerly Vung Tau Real Estate and Construction Joint Stock Company (VTRECJ), is a Vietnam-based company engaged in the real estate industry. The Company is involved in the development, leasing and trading of residential and commercial buildings, warehouses, parking lots, as well as the operation of a real estate trading floor. It is also engaged in the construction of apartment buildings for sale and for lease, along with hotels, office and other institutional buildings. In addition, the Company is involved in the operations of hotels, the wholesale of alcoholic drinks and beverages, as well as the provision of laundry and vehicles keeping services."
Louis Land JSC,BII,953719,Construction & Engineering,Industrials,-,ORD,VN000000BII8,"Louis Land JSC, formerly Louis Holdings JSC, is a Vietnam-based company active in the industrial real estate development industry. The Company’s primary business activities include the development, construction and leasing of industrial real properties, warehouses and mining properties. Under its construction materials manufacturing and trading business, it is engaged in white sand mining and processing, as well as tunnel bricks manufacturing. In addition, the Company is involved in Lagi port operations and the provision of support services. Other activities include forestation and wood chips manufacturing."
Vietnam Electricity Construction,VNE,958747,Construction & Engineering,Industrials,168,ORD,VN000000VNE5,"Vietnam Electricity Construction Joint Stock Corporation (VNECO) is a Vietnam-based company engaged in the construction of electricity works. It constructs electricity transmission networks, hydroelectricity plants, transformer stations and other related structures, as well as manufactures and installs fabricated steel structures. The Company is also engaged in electricity generation and trading, along with the construction of residential, industrial, manufacturing and commercial buildings. It is involved in real estate operations and the leasing of houses, offices and retail spaces. Other activities include hotel and tour operations. As of December 31, 2011, the Company had nine subsidiaries and six affiliates."
Tan Tao Investment and Industry,ITA,958534,Construction & Engineering,Industrials,-,ORD,VN000000ITA7,"Tan Tao Investment and Industry Corporation is a Vietnam-based industrial estate developer. It subdivides land lots and construct industrial parks and urban residential areas for sale. It also leases out completed infrastructure land lots, along with warehouses. In addition, it provides courier services, as well as industrial zone-related services. It offers consultancy services for investment, science and technology transfer. Moreover, it constructs electricity works, as well as provides data and electronic file transfer services, forwarding and warehousing services, remote access and other Internet access services. The Company also provides Internet contents, along with information storage services."
Idico Infrastructure Development,HTI,958521,Construction & Engineering,Industrials,-,ORD,VN000000HTI2,"Idico Infrastructure Development Investment Joint Stock Company (IDICP-IDI) is a Vietnam-based company engaged in the highways and rail tracks industry. The Company is engaged in the construction, management and toll collection of highways, bridges and roads. It also constructs residential areas, villas and apartment buildings, as well as irrigation structures. The Company constructs office buildings and schools, as well as provides engineering services for such projects. It has one affiliate active in the import, export of agricultural products and the manufacture of packaging. The Company is a 35%-owned affiliate of Idico Urban and House Development Joint Stock Company (IDICO-UDICO)."
Hai Van Tunnel Management Operation,HHV,962449,Construction & Engineering,Industrials,-,ORD,VN000000HHV0,"Deo Ca Traffic Infrastructure Investment Joint Stock Company (DII), formerly Hai Van Tunnel Management and Operation Joint Stock Company (HAMADECO), is a Vietnam-based company operating in the manufacturing industry. Its main activity is the production and commerce of asphalt emulsions. Other regular business activities of the Company include the construction and management of Hai Van tunnel in Da Nang City, the operation of various highways in the area, as well as the leasing of warehouses and the manufacture of bottled water."
SCI E C JSC,SCI,958644,Construction & Engineering,Industrials,-,ORD,VN000000SCI5,"SCI E&C Joint Stock Company, formerly Songda 9 Construction and Investment Joint Stock Company, is a Vietnam-based company operating in the construction industry, with major undertaking as the construction of various civil and industrial infrastructures, such as hydropower plants, thermal power stations, sewer lines, bridges and highways. Besides, the Company partakes in the wholesale of motor vehicle tires and tubes, as well as the manufacturing of nonstandard mechanical components, concrete and metal piles, among others."
Visaco Mineral and Investment JSC,VMI,955809,Construction & Engineering,Industrials,-,ORD,VN000000VMI8,"Visaco Mineral and Investment JSC is a Vietnam-based company engaged in the construction industry. The Company’s main business activities include the construction of highways, roads and streets, as well as other civil and industrial structures. It is also involved in mineral mining along with the manufacturing and trading of construction materials. Its products include stones, cement, asphalt and concrete mixture. Other activities include the wholesaling of motor vehicles, machinery, equipment, metals and metal ores."
HUD1 Investment and Construction,HU1,958524,Construction & Engineering,Industrials,130,ORD,VN000000HU19,"HUD1 Investment and Construction Joint Stock Company (HUD1) is a Vietnam-based company active in the construction industry. The Company is engaged in civil, infrastructure and industrial construction. It constructs residential and nonresidential buildings, water supply and sewerage systems, electrical structures, highways, warehouses and plants. The Company is also involved in the development of villas and new urban areas. In addition, it manufactures lumbers, wooden doors and frames, indoor and outdoor wood furniture, as well as centrifugal concrete sewer pipes. During the year ended December 31, 2012, 82.61% of its revenue came from construction business. As of December 31, 2012, the Company was a subsidiary of Housing and Urban Development Holdings (HUD), and it had two subsidiaries and one affiliate."
Phuc Thinh Design Construction Trad,PTD,962009,Construction & Engineering,Industrials,-,ORD,VN000000PTD6,"Phuc Thinh Design Construction Trading Corporation is a Vietnam-based Company operating in the construction industry, with major undertakings as the construction of industrial, residential and commercial buildings in Vietnam and Cambodia. Besides, the Company partakes in the operation of related and supporting services for construction projects, such as the wholesale of construction material, equipment and machinery, as well as the provision of architectural consultation, interior design and engineering services."
MBG JSC,MBG,962008,Construction & Engineering,Industrials,-,ORD,VN000000MBG4,"MBG Group Joint Stock Company, formerly Viet Nam Trading and Construction Development Investment Joint Stock Company, is a Vietnam-based construction company. Its main activity is the construction of various industrial, civil and commercial infrastructures, as well as the manufacture and trading of residential and commercial lighting fixtures under the brand name ''Maxxbau''. Besides, the Company is engaged in the provision of lighting and wiring system installation services for buildings, the wholesale of industrial equipment and supplies, together with the supply of ground freight transportation services."
Becamex Infrastructure Development,IJC,958531,Construction & Engineering,Industrials,697,ORD,VN000000IJC4,"Becamex Infrastructure Development Joint Stock Company (Becamex IJC) is a Vietnam-based company engaged in the construction industry. It is involved in the construction of traffic infrastructures and toll collection. The Company is also engaged in real estate operations with investment in apartment, office and commercial buildings, as well as houses and villas. In addition, it provides real estate brokerage services and waste collection and treatment services. During the year ended December 31, 2012, 86.79% of its revenue came from real estate trading activities. As of December 31, 2012, the Company was a subsidiary of Investment and Industrial Development Corporation (Becamex IDC), and it had one wholly owned subsidiary."
Water Supply Sewerage Construction,VSI,958760,Construction & Engineering,Industrials,-,ORD,VN000000VSI5,"Water Supply Sewerage Construction and Investment Joint Stock Company (Waseco) is a Vietnam-based construction company. It constructs water supply and sewerage systems and water plants, as well as non-residential and manufacturing buildings. The Company also provides engineering and surveying services for water supply and sewerage system construction. It is engaged in real estate operations through the development and leasing of office, apartment and commercial buildings. In addition, the Company imports and trades supplies for the water industry, including steel products for water system construction, pumps, water treatment equipment and water quality testing instruments."
MST Investment JSC,MST,978778,Construction & Engineering,Industrials,-,ORD,VN000000MST1,"MST Investment Joint Stock Company (MMST), formerly 1.1.6.8 Construction Joint Stock Company, is a Vietnam-based company primarily engaged in the construction sector. The Company operates as a contractor that builds highways, streets, bridges, industrial facilities, as well as residential and commercial properties. MMST also involves in wholesaling construction materials, such as sand, stones and bricks, along with leasing construction machinery and equipment."
Meca Vneco Investment Electricity,VES,958734,Construction & Engineering,Industrials,-,ORD,VN000000VES4,"As a member of Vietnam Electricity Construction Joint Stock Corporation, Me Ca Vneco Investment and Electricity Construction Joint Stock Company (ME CA VNECO) has chiefly engaged in the construction of electric transmission lines in the southern region of Vietnam, which range from 0.4 to 500 kilovolts (kV). Apart from electric construction, the Company also partakes in other business activities, which include the investment in and the construction of various civil and industrial infrastructures, the management of two hotels in Ho Chi Minh City and the business of real estate."
Consultant and Inspection,CNN,980217,Construction & Engineering,Industrials,-,ORD,VN000000CNN6,"Consultant And Inspection Joint Stock Company Of Construction Technology And Equipment (CONINCO) is a Vietnam-based company primarily engaged in the architectural and engineering consulting sector. The Company involves in the evaluation of bidders participating in construction bids, the management of construction projects, as well as the oversight of construction process. CONINCO, via its subsidiaries, also constructs residential, industrial and commercial properties; trades elevators, along with providing maintenance services; manufactures concrete and other products made from cement; and supplies electrical equipment for the transmission, distribution or control of electricity."
Binh Duong Construction Civil Eng,BCE,958393,Construction & Engineering,Industrials,-,ORD,VN000000BCE0,"Binh Duong Construction and Civil Engineering Joint Stock Company (BCCE) is a Vietnam-based company engaged in the construction and engineering industry. The Company constructs manufacturing buildings, warehouses, traffic structures and streets, along with commercial and residential buildings. It is also involved in real estate operations through the development, construction and leasing of apartment and office buildings. In addition, the Company provides real estate brokerage services, installation services of electricity systems and engineering services. During the year ended December 31, 2012, 99.65% of its total revenue came from construction business. As of December 31, 2012, the Company was a 51.82%-owned subsidiary of Investment and Industrial Development Corporation (Becamex IDC)."
VNECO2,VE2,42265,Construction & Engineering,Industrials,-,ORD,VN000000VE29,"VNECO2 Electricity Construction Joint Stock Co 3.2 (VNECO2) is a Vietnam-based company engaged in the construction and engineering industry. The Company is involved in the construction of electricity structures, including hydropower plants, transformer stations and power transmissions lines. The Company also constructs other civil, industrial and irrigation projects. In addition, it manufactures and trades concrete blocks, bricks, terrazzo and other concrete products, as well as materials and equipment used in the power construction including mechanical products and steel pipes."
VNECO 3,VE3,42266,Construction & Engineering,Industrials,-,ORD,VN000000VE37,"VNECO 3 Electricity Construction Joint Stock Company (VNECO 3) is a Vietnam-based company engaged in the construction and engineering industry. The Company constructs power systems, power transmission lines, transformer stations of up to 500 Kilovolts (kV), civil and industrial projects, as well as traffic and irrigational projects. It is also involved in the manufacture of centrifugal concrete piles and pipes, as well as metalworking activities of steel structures, including coating and heat treating. In addition, it is involved in the mining and trading of sand, stones and gravels, as well as freight trucking."
